racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM
816151004,1110156420160116,アトム　　　　　　　　　　　　　　　,12,2,478,5.6,1.6,5.9,1.6,49
816151005,910416420160116,バンザイ　　　　　　　　　　　　　　,9,11,508,95.2,17.6,48.7,12.3,53
816151006,1210135920160116,サトノアッシュ　　　　　　　　　　　,10,6,494,11.1,2.5,8,2.5,50
816151007,1010432120160116,アドマイヤライン　　　　　　　　　　,8,12,448,118.8,19.1,77,12.3,54
816151008,1110207620160116,メイクアップ　　　　　　　　　　　　,3,9,480,18.6,2.8,16.2,2.6,56
816151009,1210414220160116,ブランドベルグ　　　　　　　　　　　,1,5,486,9.1,2.6,9.7,2.8,58
816151010,1210056020160116,テルメディカラカラ　　　　　　　　　,4,7,456,12.8,3,11,2.6,56
816151011,810663420160116,ゴットラウディー　　　　　　　　　　,13,13,474,126.9,17.4,90.8,11.1,46
816151012,1010386220160116,ベアトリッツ　　　　　　　　　　　　,11,10,448,38,5.7,18.3,3.7,49
816151013,1210202620160116,サウンドアプローズ　　　　　　　　　,6,4,492,7.8,2.2,9.2,2.8,55
816151014,1211000120160116,ストーンウェア　　　　　　　　　　　,7,1,468,2.7,1.3,3.8,1.3,53
816151101,910441420160116,ミッキーヘネシー　　　　　　　　　　,6,11,492,72.8,10.8,44.4,12.7,54
816151102,1110344320160116,ロードフォワード　　　　　　　　　　,3,9,472,23.2,4.5,22.6,3.9,58
816151103,1210470620160116,サージェントバッジ　　　　　　　　　,1,1,498,3.8,1.6,5.5,2,64
816151104,1210007920160116,テイエムグンカン　　　　　　　　　　,0,0,512,      ,      ,7,2.2,   
816151105,1110312920160116,ダテノハクトラ　　　　　　　　　　　,10,12,490,120.2,18.8,53.4,10.7,54
816151106,910198920160116,マヤノオントロジー　　　　　　　　　,5,3,506,5.6,1.8,7,2.3,58
816151107,1210558620160116,ダノングッド　　　　　　　　　　　　,2,7,504,12.5,3.1,13.2,4.7,62
816151108,910583420160116,グッドマイスター　　　　　　　　　　,7,5,478,9.5,2,10,2.2,56
816151109,1010448620160116,ブライトアイディア　　　　　　　　　,4,4,528,7.2,2.3,8.5,2.4,57
816151110,1110347920160116,エクストラゴールド　　　　　　　　　,8,2,542,4.3,1.6,5.8,2.4,57
816151111,1110543920160116,メイショウイチオシ　　　　　　　　　,13,8,546,17.7,4.9,17.1,5.7,50
816151112,1010020220160116,ナムララオウ　　　　　　　　　　　　,11,13,516,146.5,14,65.7,10.9,49
816151113,1110499520160116,タガノゴールド　　　　　　　　　　　,9,10,466,26.5,5.5,17,5.2,57
816151114,1210138220160116,レッドルグラン　　　　　　　　　　　,12,6,510,10.2,2.5,9.3,3,50
816151201,1211001320160116,エイシンダイヤ　　　　　　　　　　　,11,10,470,62.7,8.8,18.4,4.2,38
816151202,910344120160116,ベネフィットユー　　　　　　　　　　,9,9,454,50.8,5,31.5,5.2,48
816151203,1210307620160116,シップーコウライ　　　　　　　　　　,6,4,480,6.7,1.8,7.3,2.2,50
816151204,1110472520160116,マイネルプレッジ　　　　　　　　　　,2,5,446,11.8,2.1,7.8,3,54
816151205,1110588920160116,インターンシップ　　　　　　　　　　,3,1,454,2.5,1.3,3.5,1.4,54
816151206,1210488220160116,ウェスタールンド　　　　　　　　　　,1,3,486,4.7,1.5,5.3,1.7,55
816151207,1110589020160116,ヒルノマテーラ　　　　　　　　　　　,4,2,458,3.7,1.3,4,1.1,54
816151208,1010444420160116,グランスエルテ　　　　　　　　　　　,10,12,474,217.4,22.5,64.1,12.7,43
816151209,1210597520160116,エドノジョンソン　　　　　　　　　　,12,8,462,37.6,5.9,19,4.8,36
816151210,1110094120160116,クリノハッチャン　　　　　　　　　　,7,11,454,81.7,6.8,35.6,3.5,51
816151211,1110278520160116,ワンダフルバディ　　　　　　　　　　,13,13,438,371.6,48.3,123.6,15.6,35
816151212,1110473120160116,マイネボニータ　　　　　　　　　　　,5,7,414,36.5,4.4,19.9,3,53
816151213,1211000420160116,シゲルエベッサン　　　　　　　　　　,8,6,484,23.9,3,24.4,3.1,48
616240101,1310079220160306,サツキグレース　　　　　　　　　　　,15,14,416,348.5,54.4,230.9,30.8,5
616240102,1310419420160306,セイウンタキノボリ　　　　　　　　　,11,10,478,46.5,5.3,41,5.8,22
616240103,1310418920160306,パーソナルブルー　　　　　　　　　　,13,12,460,189.4,14.2,109.1,10.1,8
616240104,1310356120160306,シンデレラストリー　　　　　　　　　,14,13,436,234,29.2,161.3,19,6
616240105,1310061820160306,サファリ　　　　　　　　　　　　　　,8,9,542,45.2,5,41.1,3.4,25
616240106,1310065520160306,セイカエドミザカ　　　　　　　　　　,2,6,470,22.3,2.4,24,2.1,34
616240107,1310020620160306,ウインドオブホープ　　　　　　　　　,6,4,536,11,1.9,14.2,1.9,27
616240108,1310050220160306,グレートエンパイア　　　　　　　　　,7,11,482,56.5,6.1,76.8,5.3,28
616240109,1310584220160306,スピアザゴールド　　　　　　　　　　,3,1,502,2.4,1.1,2.9,1.1,34
616240110,1310594920160306,メジャースターダム　　　　　　　　　,1,3,568,5.8,1.6,10.7,2.4,39
616240111,1310216620160306,ブラーヴロワ　　　　　　　　　　　　,16,16,470,457.9,47.8,366.9,33.4,-7
616240112,1310118220160306,ダイメイキング　　　　　　　　　　　,9,7,482,35.1,4.9,34.3,5.4,26
616240113,1310543320160306,アサクササンダー　　　　　　　　　　,10,5,482,20.9,3,27.7,2.7,22
616240114,1310156620160306,ゴーストノート　　　　　　　　　　　,5,8,556,39.3,6.2,24.7,3.9,36
616240115,1310132920160306,ウィンチケット　　　　　　　　　　　,12,15,452,404.8,36.8,241.6,25.7,3
616240116,1310546320160306,ブレスアロット　　　　　　　　　　　,4,2,462,2.8,1.2,1.9,1.3,35
616240201,1310449220160306,ツヤヒメクイーン　　　　　　　　　　,12,13,496,431.6,49.8,182.3,18.9,16
616240202,1310209820160306,テンプルツリー　　　　　　　　　　　,1,3,436,5.4,1.5,5.5,2,37
616240203,1310350320160306,プリンシアラッテオ　　　　　　　　　,7,10,464,76.4,9.9,42.8,6.7,19
616240204,1310208920160306,クラシックス　　　　　　　　　　　　,4,9,464,55.4,8.1,31.4,6.6,30
616240205,1310454320160306,フジワンエンジェル　　　　　　　　　,5,1,450,2.9,1.1,3.9,1.4,28
616240206,1310540020160306,ラガマフィン　　　　　　　　　　　　,15,8,470,31.9,4.7,21.8,4.4,-5
616240207,1310564220160306,レッドビアンカ　　　　　　　　　　　,10,7,446,17.5,4.3,27,5.8,17
616240208,1310333420160306,ホシノブーケ　　　　　　　　　　　　,9,6,432,12.1,2.8,4.1,1.3,15
616240209,1310282720160306,コリーナ　　　　　　　　　　　　　　,3,5,440,8.2,2.5,7.4,2.4,34
616240210,1310270220160306,ビトク　　　　　　　　　　　　　　　,11,14,434,517.3,67.8,313.3,51.7,18
616240211,1310560020160306,デルマサダヤッコ　　　　　　　　　　,16,11,436,297.7,30.2,200.4,13.7,-32
616240212,1310168020160306,ビービールチル　　　　　　　　　　　,8,16,440,563,60.9,287.4,28.3,20
616240213,1310101820160306,ヤマタケシェンナ　　　　　　　　　　,13,12,490,398.8,40.7,216.6,30.1,11
616240214,1310414520160306,ハヤブサレディゴー　　　　　　　　　,2,4,482,5.6,1.5,6.5,1.9,34
616240215,1310312520160306,ヤマニンサリュエ　　　　　　　　　　,14,15,410,537.7,80.1,256.2,38,1
616240216,1310078120160306,イエロースター　　　　　　　　　　　,6,2,494,4.6,1.5,7.6,1.7,26
616240301,1310013420160306,ガイセリック　　　　　　　　　　　　,12,14,490,85.6,9.2,44.2,6.2,11
616240302,1310624320160306,レジェンドクイーン　　　　　　　　　,7,13,492,74.9,9.4,23.7,5.8,15
616240303,1310538520160306,ダノンアイドル　　　　　　　　　　　,4,2,486,5.4,1.4,5.8,1.7,25
616240304,1310165020160306,レオイノセント　　　　　　　　　　　,3,3,496,10,1.8,10.3,2.2,27
616240305,1310211620160306,タイセイリアン　　　　　　　　　　　,16,15,466,87.6,10.1,24.9,5.1,-8
616240306,1310626920160306,サチハルサンカ　　　　　　　　　　　,6,6,490,24.9,4.2,14.2,2.9,26
616240307,1310620720160306,トキノアイチャン　　　　　　　　　　,13,7,440,25.5,6.8,18.6,6.2,7
616240308,1310478120160306,アナザープラネット　　　　　　　　　,2,1,488,1.6,1.1,2.3,1.2,33
616240309,1310126520160306,クラストリック　　　　　　　　　　　,10,16,454,245.6,22.1,97.3,8.1,13
616240310,1310033520160306,ストロングメガロス　　　　　　　　　,14,5,526,19.3,2.4,15.1,2.6,4
616240311,1310538020160306,アップタウンガール　　　　　　　　　,11,4,502,10.3,1.9,14.1,3.4,12
616240312,1310123520160306,アルファスバル　　　　　　　　　　　,9,9,458,44,6.1,18.5,6.3,13
616240313,1310500920160306,キンショードリーム　　　　　　　　　,5,8,504,36.5,4,26.4,4.4,26
616240314,1310079320160306,ユキノハーモニー　　　　　　　　　　,8,11,428,56.5,6.5,26,4.4,15
616240315,1310249120160306,バンダムザミステリ　　　　　　　　　,15,10,502,54.5,7.8,32.2,6.1,6
616240316,1310160620160306,プラチナダリア　　　　　　　　　　　,1,12,538,67.4,5.9,32.6,5.1,34
616240401,1110041820160306,メテオーロ　　　　　　　　　　　　　,10,14,472,265.5,28.8,83,10,   
616240402,1110187920160306,ピッツネイル　　　　　　　　　　　　,11,12,514,89.7,10.4,24,4.4,   
616240403,1210061920160306,リヴゴーシュ　　　　　　　　　　　　,9,3,510,6.7,1.5,6.6,2.1,   
616240404,910301320160306,ブライトボーイ　　　　　　　　　　　,3,10,492,88.6,10.4,51.9,6.4,   
616240405,910513120160306,コスモパルダ　　　　　　　　　　　　,13,4,518,10.6,2.2,14.7,3.1,   
616240406,1110112520160306,オジュウチョウサン　　　　　　　　　,2,2,512,5.8,1.5,6,1.6,   
616240407,1010322520160306,ニホンピロバロン　　　　　　　　　　,1,1,480,1.6,1.1,1.9,1.2,   
616240408,1110227320160306,エイシンフランキー　　　　　　　　　,6,7,498,54.3,5.7,24.1,4.7,   
616240409,1110639920160306,ラグジードライブ　　　　　　　　　　,4,11,470,89.3,10.3,36.4,4.2,   
616240410,910333820160306,ヘリオスフィア　　　　　　　　　　　,8,9,472,60.9,5.9,31.3,4.1,   
616240411,1010081520160306,ダイコウキ　　　　　　　　　　　　　,12,5,540,13.6,1.9,11,2.2,   
616240412,1110032520160306,ワンダフルワールド　　　　　　　　　,5,8,520,55.3,5.3,29.5,2.6,   
616240413,810552420160306,タナトス　　　　　　　　　　　　　　,7,6,466,15.8,2.4,18.6,3.5,   
616240414,710141020160306,ドリームヒーロー　　　　　　　　　　,14,13,468,189.5,23.1,67.2,10.2,   
616240501,1310529820160306,スターズレディ　　　　　　　　　　　,3,5,448,29.8,2.2,16.8,2.5,32
616240502,1310195820160306,ブラスリング　　　　　　　　　　　　,13,10,430,152.8,14.7,80.7,8,17
616240503,1310900520160306,ヒメユリハート　　　　　　　　　　　,16,15,428,430.1,37.9,75.7,18.8,10
616240504,1310614820160306,ムーンクエイク　　　　　　　　　　　,1,1,498,1.5,1.1,2,1.1,40
616240505,1310537120160306,トレンティーノ　　　　　　　　　　　,7,2,474,3.3,1.1,3.4,1.2,32
616240506,1310561620160306,ベルラヴォーロ　　　　　　　　　　　,15,12,438,241.3,21.5,108.6,14.6,15
616240507,1310588420160306,ドーノデルソーレ　　　　　　　　　　,2,4,454,19.3,1.9,14,2.5,36
616240508,1310322020160306,マイネルセイヴァー　　　　　　　　　,12,11,490,168.9,19.6,58,7.2,22
616240509,1310450720160306,ペイルブルードット　　　　　　　　　,11,6,442,34.6,2.8,24.8,3.1,24
616240510,1310434520160306,クラウンラーテル　　　　　　　　　　,9,14,420,380,23.5,207,12.7,24
616240511,1310227820160306,フェルクレール　　　　　　　　　　　,4,7,410,37.8,3.8,30.8,3.6,28
616240512,1310154420160306,ホイストポイント　　　　　　　　　　,14,16,472,587.6,45.1,269.4,16.6,13
616240513,1310126320160306,スズオーフェン　　　　　　　　　　　,5,8,464,45.2,3.5,26.5,2.1,35
616240514,1310572220160306,レッドイグニス　　　　　　　　　　　,6,3,454,9,1.6,7.6,2.4,32
616240515,1310594420160306,ピッレウス　　　　　　　　　　　　　,10,9,442,48.7,5.2,23,4.5,25
616240516,1310130120160306,ラルゴランド　　　　　　　　　　　　,8,13,408,364.7,21.5,92.2,9.3,28
616240601,1310008220160306,ワンパーセント　　　　　　　　　　　,2,4,470,11.2,1.9,13.2,2.7,46
616240602,1310623020160306,シゲルサケガシラ　　　　　　　　　　,13,2,442,5.7,1.4,6.2,2.5,25
616240603,1310427520160306,シェアード　　　　　　　　　　　　　,5,3,464,8.9,1.9,6.2,2.8,40
616240604,1310438620160306,トモジャポルックス　　　　　　　　　,6,11,466,72.2,8.3,24.2,7.6,38
616240605,1310183920160306,ドウカンヤマ　　　　　　　　　　　　,8,6,476,18,4,15.7,3.5,32
616240606,1310493420160306,タニガワ　　　　　　　　　　　　　　,7,14,468,225.2,35,139.4,18.4,35
616240607,1310282820160306,ヴァルール　　　　　　　　　　　　　,9,12,434,124.7,11.5,95.5,14.6,34
616240608,1310354720160306,クインズコイヌール　　　　　　　　　,16,13,460,163.3,22.3,74.6,13.6,19
616240609,1310352320160306,タイセイラルーナ　　　　　　　　　　,10,7,478,24.2,3.3,24.1,4.9,33
616240610,1311012220160306,ヨンカー　　　　　　　　　　　　　　,1,1,540,1.7,1.1,2.8,1.4,50
616240611,1310043220160306,イザ　　　　　　　　　　　　　　　　,4,8,492,25.3,3.5,12.9,2.3,42
616240612,1310021820160306,ルグランシェクル　　　　　　　　　　,14,10,464,42.6,4.5,33,5,24
616240613,1310021020160306,ダイアモンドノーム　　　　　　　　　,11,15,418,234.7,30,74.9,10.9,32
616240614,1310526020160306,ソロダンサー　　　　　　　　　　　　,3,5,468,13.3,2.2,8.7,2.2,44
616240615,1310026220160306,ニシノグリーディ　　　　　　　　　　,15,16,436,354.8,40.4,123.8,20.7,22
616240616,1310295120160306,ウェーニーウィキー　　　　　　　　　,12,9,478,28.3,5.3,11.1,2.3,32
616240701,1110349020160306,アスペンツリー　　　　　　　　　　　,1,2,490,3.6,1.2,4.3,1.5,54
616240702,1210368020160306,トラキアンコード　　　　　　　　　　,9,5,494,17.6,1.9,20.6,3.1,40
616240703,1210491420160306,クレオール　　　　　　　　　　　　　,13,7,452,41.1,4.9,9.5,2.6,35
616240704,1210524320160306,アンジュリンブレス　　　　　　　　　,7,3,498,10.7,1.5,14.8,2.2,42
616240705,1210224320160306,ラブエンジェル　　　　　　　　　　　,11,13,474,359.8,39.1,192,19.8,37
616240706,1210613920160306,ドラゴンパイロ　　　　　　　　　　　,16,12,566,97.3,12.8,67.8,6.4,-53
616240707,1210041220160306,フジゴウカイ　　　　　　　　　　　　,10,11,486,91.4,7.6,49,6.5,40
616240708,1210027520160306,カンタベリーバロン　　　　　　　　　,14,16,484,802.8,73.1,107.8,15.1,26
616240709,1210296120160306,モンドクラフト　　　　　　　　　　　,2,1,532,1.6,1.1,2,1.1,52
616240710,1210284820160306,パイロキネシスト　　　　　　　　　　,8,6,494,20.4,2.6,20.7,2.5,42
616240711,1210459020160306,ユッコ　　　　　　　　　　　　　　　,6,9,496,81,7,39.9,5.3,40
616240712,1210417320160306,グランシャリオ　　　　　　　　　　　,5,8,464,56.3,5.2,21.4,3.8,44
616240713,1210344320160306,ジェイケイライアン　　　　　　　　　,4,10,480,85.8,6.8,51.7,5.9,48
616240714,1110648920160306,フユハナビ　　　　　　　　　　　　　,15,15,446,763.2,61.7,220.3,28,10
616240715,1110100720160306,ヒカリセット　　　　　　　　　　　　,12,14,488,700.4,57.6,241.3,16.8,35
616240716,1210424220160306,アオイオンリーワン　　　　　　　　　,3,4,506,13.2,2.2,7.7,2.1,49
616240801,1210249820160306,ニシノカブケ　　　　　　　　　　　　,5,14,496,201.7,22.3,75.4,12.2,51
616240802,1210467420160306,ウップスアデイジイ　　　　　　　　　,15,16,538,291.1,79.6,244.3,56.6,45
616240803,1110181420160306,パリカラノテガミ　　　　　　　　　　,3,4,448,6.9,1.9,14.5,3.2,54
616240804,1110387620160306,デルカイザー　　　　　　　　　　　　,2,6,458,9.3,2.6,9.7,2.9,51
616240805,1110434320160306,ヴァルコイネン　　　　　　　　　　　,11,5,468,8.4,2.2,7.7,2.1,50
616240806,1110328020160306,ストーミング　　　　　　　　　　　　,4,9,494,46.2,6.9,47.7,6.9,54
616240807,1210436920160306,フロレットアレー　　　　　　　　　　,10,7,426,11.9,3.2,7,3.1,50
616240808,1110432920160306,トレモロアーム　　　　　　　　　　　,7,15,480,257,50.6,134.7,24.5,50
616240809,1210202320160306,キングイマデショウ　　　　　　　　　,14,13,482,188.1,29.5,86.7,11.1,42
616240810,1210394420160306,ラッシュアタック　　　　　　　　　　,8,10,502,47.9,8,17.8,4.2,50
616240811,1210475620160306,クラシックエース　　　　　　　　　　,9,8,432,13.8,3.3,15.8,2.5,50
616240812,1110422220160306,レッドグルック　　　　　　　　　　　,16,11,498,50,9.7,36.5,7.5,47
616240813,1210065120160306,シンキングロージス　　　　　　　　　,13,12,476,149.5,22.3,84.8,11.2,47
616240814,1210457620160306,メイアルーア　　　　　　　　　　　　,12,3,488,6.3,1.9,4.9,1.2,51
616240815,1210398820160306,ソールインパクト　　　　　　　　　　,1,2,486,4.4,1.5,5.7,2.1,56
616240816,1210126520160306,コティニャック　　　　　　　　　　　,6,1,522,3.9,1.5,4.5,1.7,52
616240901,910485720160306,シルクブルックリン　　　　　　　　　,7,8,574,54,7.3,22,4.5,54
616240902,1110370220160306,グランドサッシュ　　　　　　　　　　,5,4,460,7.6,1.6,6.5,1.8,56
616240903,1210492520160306,ヴェラヴァルスター　　　　　　　　　,3,1,510,2.7,1.2,3.1,1.2,57
616240904,1110147620160306,ウインインスパイア　　　　　　　　　,9,7,454,27.4,2.8,16.7,2.7,53
616240905,1110430920160306,ディスキーダンス　　　　　　　　　　,1,2,462,2.9,1.1,3.8,1.3,60
616240906,1210393020160306,マイネルサージュ　　　　　　　　　　,6,5,502,10.8,1.9,10.8,2.1,56
616240907,1210370820160306,サブライムカイザー　　　　　　　　　,2,3,498,4.7,1.4,4.2,1.3,56
616240908,1110028920160306,ドラゴンズタイム　　　　　　　　　　,4,6,436,26.8,3.5,17.6,4.2,56
616240909,810242820160306,エイダイポイント　　　　　　　　　　,8,9,454,63.7,7.6,29,3.6,53
616241001,1011001320160306,レッドルーファス　　　　　　　　　　,1,10,651,　  33.,4,8  20.,2   3.,7 5
616241002,1110173820160306,リッカルド　　　　　　　　　　　　　,0,70,250,　   2.,1,1   3.,7   1.,2 5
616241003,910068020160306,ニットウビクトリー　　　　　　　　　,1,40,350,　  21.,2,8  17.,8   3.,6 4
616241004,1110535020160306,トラキチシャチョウ　　　　　　　　　,0,60,851,　   7.,1,5   9.,4   2.,3 5
616241005,910054720160306,メモリーシャルマン　　　　　　　　　,1,31,651,　  70.,7,0  37.,8   3.,1 5
616241006,1210590120160306,ポムフィリア　　　　　　　　　　　　,0,21,246,　  62.,7,2  45.,3   4.,0 5
616241007,810105820160306,セイカフォルテ　　　　　　　　　　　,0,70,946,　  41.,4,8  28.,7   3.,8 5
616241008,1010448620160306,ブライトアイディア　　　　　　　　　,0,90,852,　  13.,2,2  11.,1   2.,5 6
616241009,810340020160306,グレイレジェンド　　　　　　　　　　,1,91,246,　 345.,32,4 135.,5  15.,4 4
616241010,1010301320160306,タイセイドリーム　　　　　　　　　　,1,0,554,　  60.,7,1  20.,6   3.,9 5
616241011,1210464620160306,ブチコ　　　　　　　　　　　　　　　,0,30,647,　   2.,1,1   2.,3   1.,1 6
616241012,910392920160306,トウショウギフト　　　　　　　　　　,0,51,153,　 313.,32,7 122.,7  16.,3 5
616241013,1010060220160306,セトノプロミス　　　　　　　　　　　,0,81,50,　 284.,20,2 164.,9  16.,2 5
616241014,1210558620160306,ダノングッド　　　　　　　　　　　　,0,90,650,　   9.,1,8   9.,8   2.,4 5
616241101,1310607520160306,アドマイヤエイカン　　　　　　　　　,5,5,496,39.1,2.9,32.6,2.8,50
616241102,1310363820160306,シャララ　　　　　　　　　　　　　　,10,8,458,189,10.8,118.6,8,39
616241103,1310538720160306,タイセイサミット　　　　　　　　　　,4,4,490,20.8,2,18.7,1.9,50
616241104,1310539920160306,エアスピネル　　　　　　　　　　　　,3,3,484,4.2,1.1,4.1,1.1,60
616241105,1310007720160306,ヴィガーエッジ　　　　　　　　　　　,12,9,482,198.8,10.6,129.3,7.1,20
616241106,1310015920160306,モウカッテル　　　　　　　　　　　　,9,11,450,321.6,22.6,176.7,13.5,42
616241107,1310647420160306,ケンホファヴァルト　　　　　　　　　,11,10,444,282.6,16.6,171.6,11.7,38
616241108,1310288020160306,イマジンザット　　　　　　　　　　　,7,6,420,58.1,3.7,47.9,3.3,45
616241109,1310519420160306,モーゼス　　　　　　　　　　　　　　,8,7,508,131.4,8.8,87,6.6,42
616241110,1310591520160306,リオンディーズ　　　　　　　　　　　,2,1,500,1.9,1.1,2.1,1.1,63
616241111,1310578820160306,マカヒキ　　　　　　　　　　　　　　,1,2,496,2.6,1.1,2.5,1.1,64
616241112,1310033420160306,エディクト　　　　　　　　　　　　　,6,12,498,415.6,22.7,261.8,20.2,47
616241201,1010387320160306,ロングシャドウ　　　　　　　　　　　,6,11,500,93.3,9.4,75.8,7.8,54
616241202,1110287420160306,パワースラッガー　　　　　　　　　　,4,3,484,5.8,1.5,7.9,2,55
616241203,1110071520160306,ベストドリーム　　　　　　　　　　　,8,7,466,17.6,2.4,19.2,2.9,51
616241204,1210393720160306,ロジダーリング　　　　　　　　　　　,1,1,464,2.7,1.2,2,1.4,59
616241205,1210419620160306,スターファセット　　　　　　　　　　,2,10,452,42.7,6.5,27.4,4.2,56
616241206,1010198820160306,スワンボート　　　　　　　　　　　　,11,9,484,25.3,4.9,5.7,1.3,46
616241207,1210460920160306,ジャポニカーラ　　　　　　　　　　　,7,8,408,25.2,4.4,22.9,3.9,53
616241208,1210135920160306,サトノアッシュ　　　　　　　　　　　,2,4,484,7.5,2,10.2,2.5,56
616241209,1210537220160306,レオフラッパー　　　　　　　　　　　,10,13,466,193.2,20.1,120.7,10.7,51
616241210,1210427820160306,ダイワミランダ　　　　　　　　　　　,9,5,504,12.1,2.6,15.2,2.7,51
616241211,1010390120160306,サクラディソール　　　　　　　　　　,13,6,438,16.7,3.7,19.9,3.8,49
616241212,910652320160306,ショウナンラムジ　　　　　　　　　　,12,12,504,164.1,30.4,92.9,11.7,49
616241213,1110374320160306,ヘイジームーン　　　　　　　　　　　,5,2,482,3.8,1.4,10.9,2.2,56
916140101,1310640920160306,レディーゴー　　　　　　　　　　　　,3,3,480,6.5,1.5,7.1,1.5,32
916140102,1310199420160306,フラックス　　　　　　　　　　　　　,7,7,408,41.2,3.7,40.3,3.9,29
916140103,1310602720160306,シルバーポジー　　　　　　　　　　　,1,1,496,1.9,1.1,2.4,1.1,36
916140104,1310310020160306,ローザビアンカ　　　　　　　　　　　,11,14,432,393.5,33.8,177.6,16.3,26
916140105,1310237320160306,パープルミラクル　　　　　　　　　　,9,8,406,51.1,5,28.3,4.8,27
916140106,1310202720160306,キタイチサクラ　　　　　　　　　　　,8,5,454,15.5,2,12.4,2.2,25
916140107,1310180520160306,ブルハ　　　　　　　　　　　　　　　,13,10,378,138.6,16.3,67.4,10.7,21
916140108,1310294020160306,ホッコーパフューム　　　　　　　　　,5,9,460,111,9.7,66.8,8.4,31
916140109,1310460820160306,タイセイフラム　　　　　　　　　　　,4,4,426,8.4,1.7,12.8,1.7,32
916140110,1310132820160306,スラムダンス　　　　　　　　　　　　,10,11,448,144,14.3,76.5,8,28
916140111,1310544020160306,ディアスプマンテ　　　　　　　　　　,2,2,440,3.4,1.1,2.6,1.1,33
916140112,1310444220160306,プリマーベル　　　　　　　　　　　　,12,12,432,144.7,14,88.5,9.4,24
916140113,1310099220160306,モズフェローズ　　　　　　　　　　　,14,13,484,318.9,33.7,107.6,14.4,3
916140114,1310309120160306,リベリーターン　　　　　　　　　　　,6,6,482,21.2,3.4,28.8,3.9,30
916140201,1311011520160306,エイシンピカデリー　　　　　　　　　,3,2,454,3.8,1.2,6.4,1.4,34
916140202,1310298320160306,メイショウヨイチ　　　　　　　　　　,11,14,480,283.2,30.1,129.5,15.5,23
916140203,1310200920160306,オーミポルカ　　　　　　　　　　　　,8,5,470,16.6,2.5,13.9,3.4,28
916140204,1310542320160306,サンデリアーナ　　　　　　　　　　　,4,12,510,162.1,14.8,91,9.3,34
916140205,1310293520160306,カネトシボヌール　　　　　　　　　　,5,7,444,28.2,2.2,37.8,3.4,33
916140206,1310082920160306,スープレックス　　　　　　　　　　　,9,13,424,236.6,15.8,159.4,12.4,25
916140207,1310365520160306,グランジュテ　　　　　　　　　　　　,6,3,436,7.3,1.4,6.8,1.5,32
916140208,1310474020160306,ニホンピロスマート　　　　　　　　　,12,6,466,21.3,3.4,17.9,1.9,16
916140209,1310628720160306,グローリア　　　　　　　　　　　　　,7,15,450,448.6,47,275.9,28.1,29
916140210,1311002220160306,ジーブレイズ　　　　　　　　　　　　,1,1,482,1.7,1.1,1.5,1.1,46
916140211,1310454220160306,ロマンチスト　　　　　　　　　　　　,2,9,524,63.5,6.1,51.5,7.1,40
916140212,1310171020160306,タガノフォルトゥナ　　　　　　　　　,14,4,468,14.5,2.4,28,3.2,8
916140213,1310397920160306,ユメミグサ　　　　　　　　　　　　　,16,10,506,92.6,10.5,46.3,4.8,-55
916140214,1310547420160306,ファイナルレーサー　　　　　　　　　,10,8,494,32.5,5.6,55.5,5.9,27
916140215,1310387020160306,イチザアイバー　　　　　　　　　　　,13,16,408,999.9,95.7,507.8,42.2,14
916140216,1310338920160306,レーヌユニヴェール　　　　　　　　　,15,11,438,120.5,12.5,107.5,8.1,8
916140301,1310365320160306,ライトブリンガー　　　　　　　　　　,5,15,466,241.4,22.4,128.8,11.9,28
916140302,1310303420160306,オリエンタルローズ　　　　　　　　　,3,4,472,8.1,1.8,9.5,2.1,35
916140303,1310032320160306,ライブリシュナイト　　　　　　　　　,9,13,476,143.8,21.6,76.4,8.2,27
916140304,1310404920160306,ルールチェリッシュ　　　　　　　　　,7,14,470,201,25.7,83.1,12,28
916140305,1310280720160306,シゲルノコギリダイ　　　　　　　　　,8,16,512,258.3,36.8,127.4,12.7,28
916140306,1310199220160306,アスカタイシ　　　　　　　　　　　　,10,5,498,8.7,2.1,8.8,2.5,26
916140307,1310273020160306,メイショウフレイヤ　　　　　　　　　,1,3,456,6.8,1.8,12.1,3,37
916140308,1310497720160306,ドンボラーレ　　　　　　　　　　　　,2,1,444,2.5,1.3,3,1.4,36
916140309,1310123420160306,ジュンレンパ　　　　　　　　　　　　,13,9,474,28.3,8.8,28.7,5.3,19
916140310,1310550820160306,デルマオチョウ　　　　　　　　　　　,11,11,478,53.2,11,30.8,6.5,26
916140311,1310055020160306,サンマルドライヴ　　　　　　　　　　,12,7,440,18.5,4.1,9,2.6,23
916140312,1310236420160306,モンドール　　　　　　　　　　　　　,14,10,478,40.9,6.9,16.2,4.2,20
916140313,1310565920160306,カネトシフェアリー　　　　　　　　　,16,8,486,19,4.1,14.8,4.5,15
916140314,1310310920160306,セイヴァイタル　　　　　　　　　　　,6,12,450,80.9,10.9,58.5,6.9,28
916140315,1310203420160306,ウイングエンペラー　　　　　　　　　,15,6,472,9.5,2.4,16,3.1,20
916140316,1310518020160306,マッカートニー　　　　　　　　　　　,4,2,488,6.3,2,4.9,2,35
916140401,1310620420160306,タイセイウインク　　　　　　　　　　,9,7,486,21.7,10.2,25.8,5.9,16
