racekey,horse_number,horse_name,order_of_finish,popularity,horse_weight,tanshou_odds,hukushou_odds,tanshou_odds_at10,hukushou_odds_at10,IDM
216260212,1310250820160724,フレアリングブルー　　　　　　　　　,4,1,420,3.2,1.2,5,1.3,29
216260301,1310271420160724,アッテンツィオーネ　　　　　　　　　,3,1,466,2.8,1.3,3.9,1.4,36
216260302,1310448820160724,ダンツペレット　　　　　　　　　　　,1,3,496,4,1.3,3.3,1.1,41
216260303,1310503620160724,インテグリティー　　　　　　　　　　,4,6,472,17.4,3,13.8,2.7,36
216260304,1310185820160724,ノーアトゥーン　　　　　　　　　　　,0,0,0,      ,      ,      ,      ,   
216260305,1310511620160724,アーススピード　　　　　　　　　　　,5,5,470,12.4,2.2,11.2,2.9,26
216260306,1310329820160724,メイショウコウウン　　　　　　　　　,8,9,436,90.7,8.1,59.7,5.1,17
216260307,1310117320160724,ミステリーハンター　　　　　　　　　,10,7,506,18.9,3.2,11.2,2.6,-8
216260308,1310559320160724,ピエナクルーズ　　　　　　　　　　　,2,2,442,3,1.1,3.8,1.2,38
216260309,1310290020160724,グレートジーピー　　　　　　　　　　,6,8,466,32.4,4,24.1,3.2,24
216260310,1310085820160724,キョウエイブレイン　　　　　　　　　,9,10,430,228.2,26.7,88.7,9.1,13
216260311,1310564020160724,ボーンレガシー　　　　　　　　　　　,7,4,510,11.4,2,8.2,2.1,21
216260401,1310086720160724,デルマタスケ　　　　　　　　　　　　,8,7,456,12.3,2.6,15.6,2.1,36
216260402,1310258920160724,スイートメモリーズ　　　　　　　　　,1,1,502,2.6,1.3,5.7,1.8,51
216260403,1311001020160724,ハットプレイ　　　　　　　　　　　　,0,0,458,      ,      ,3.6,1.5,   
216260404,1310593520160724,アシャカクール　　　　　　　　　　　,14,11,414,68.7,18,82.8,13,23
216260405,1310073520160724,コスモブランカ　　　　　　　　　　　,6,8,442,27.1,4.2,21.9,5.9,40
216260406,1310356520160724,アルビオン　　　　　　　　　　　　　,13,2,424,4.9,1.5,13.8,2.3,27
216260407,1310284720160724,ミッレミリア　　　　　　　　　　　　,3,3,440,6.4,1.6,10.5,3.3,42
216260408,1310207520160724,ヴェリタスフェスタ　　　　　　　　　,4,9,442,42.1,5.8,28.4,4.9,38
216260409,1310004520160724,ミスターギブソン　　　　　　　　　　,12,14,488,127.5,21.7,63.6,15.7,31
216260410,1310640020160724,ラブミーリル　　　　　　　　　　　　,2,4,382,9.3,2.3,9,4.1,44
216260411,1310529620160724,ブリゲード　　　　　　　　　　　　　,10,5,476,9.6,2.7,5.2,3.2,36
216260412,1310001620160724,ヴィリア　　　　　　　　　　　　　　,7,10,410,45,9,20,4,36
216260413,1310604520160724,ヘキサゴン　　　　　　　　　　　　　,9,12,454,108.3,10.6,54.2,7.3,39
216260414,1310603020160724,パルクフェルメ　　　　　　　　　　　,5,6,466,9.7,2.3,14.2,3.7,40
216260415,1310161120160724,シアヌークビル　　　　　　　　　　　,11,13,440,109.9,13.7,36.2,3.8,34
216260501,1410020620160724,ウインポプリ　　　　　　　　　　　　,2,10,442,65.2,7.5,39.2,7.4,33
216260502,1410600520160724,アドマイヤウイナー　　　　　　　　　,1,1,504,2.7,1.2,4.5,1.9,37
216260503,1410313720160724,トミケンタルモ　　　　　　　　　　　,7,12,450,92.9,9.3,54.8,6.9,29
216260504,1410602420160724,ディアマイラブ　　　　　　　　　　　,12,3,448,5.1,1.6,3,1.7,15
216260505,1410045920160724,トラネコ　　　　　　　　　　　　　　,9,9,442,63.2,7.8,30.1,4.2,27
216260506,1410544920160724,イセエビ　　　　　　　　　　　　　　,11,11,448,65.5,8.4,40.6,4.7,22
216260507,1410126720160724,トミケンフリンク　　　　　　　　　　,14,14,438,236.9,35.9,87.8,11,3
216260508,1410497920160724,コパノベスト　　　　　　　　　　　　,10,4,462,7.9,1.8,10.6,1.8,27
216260509,1410585120160724,ビービーガウディ　　　　　　　　　　,5,13,458,108.9,16.4,48.7,8.6,29
216260510,1410133120160724,ロイヤルヒーロー　　　　　　　　　　,13,7,486,27.9,4.9,18.6,3.6,4
216260511,1410022120160724,ウインミストレス　　　　　　　　　　,6,8,456,33.2,4.1,14.4,3.2,29
216260512,1410403120160724,ハローユニコーン　　　　　　　　　　,4,5,432,9.6,2.3,9.5,2.3,29
216260513,1410506320160724,サトノプライム　　　　　　　　　　　,8,6,476,15.4,2.9,16.1,4.2,29
216260514,1410546020160724,オメガドラクロワ　　　　　　　　　　,3,2,452,4.9,1.6,7.7,2.3,32
216260601,1210549520160724,メイショウカロッタ　　　　　　　　　,4,9,490,77.8,9.7,76.1,6.8,43
216260602,1310234520160724,ビレッジエンパイア　　　　　　　　　,7,11,470,167.9,17.3,167.2,7.7,42
216260603,1310318920160724,シアワセデス　　　　　　　　　　　　,8,8,474,27.6,3.1,11.6,2.8,39
216260604,1311011120160724,ウォリアーズクロス　　　　　　　　　,3,1,528,1.9,1.1,2.4,1.1,47
216260605,1210099920160724,セイウンアワード　　　　　　　　　　,9,6,520,21.5,2.9,26.3,2.9,37
216260606,1110191920160724,タイセイバンデット　　　　　　　　　,1,5,520,13.9,2.4,6.5,1.6,57
216260607,1210270520160724,コパノチャールズ　　　　　　　　　　,10,7,506,25.5,3,12.3,3.2,35
216260608,1211004220160724,イズモ　　　　　　　　　　　　　　　,2,2,470,3.2,1.3,3.5,1.3,47
216260609,1210523720160724,レッツイットラン　　　　　　　　　　,5,3,476,9.3,1.5,10.5,2.1,44
216260610,1110288420160724,スズカレビン　　　　　　　　　　　　,12,12,486,336.6,39.2,139.4,8.2,28
216260611,1310234420160724,リネンソング　　　　　　　　　　　　,11,10,476,111.5,10.8,72.6,6.2,29
216260612,1210555420160724,アンミ　　　　　　　　　　　　　　　,6,4,470,11.1,1.7,13.1,2.8,41
216260701,1210284920160724,メイショウナゴミ　　　　　　　　　　,4,5,450,9.4,1.9,9.3,2.1,45
216260702,1110511220160724,グッドタイムロール　　　　　　　　　,0,8,508,34.6,6.2,29,3.8,   
216260703,1210254220160724,カゼノドリーム　　　　　　　　　　　,9,11,454,236.5,28.8,64.5,11.5,27
216260704,1210028920160724,ワールドレジェンド　　　　　　　　　,2,3,482,6.2,1.8,6.2,1.7,50
216260705,1310589620160724,リヴァイタライズ　　　　　　　　　　,8,4,496,6.8,1.6,5.5,2,37
216260706,1210108020160724,トーセンアスリート　　　　　　　　　,10,13,464,502.2,66.4,124.6,16.9,24
216260707,1210368020160724,トラキアンコード　　　　　　　　　　,5,1,494,2.1,1.1,3.1,1.3,46
216260708,1310199620160724,トラストマヴィア　　　　　　　　　　,11,9,484,58.6,9,23.7,4.7,21
216260709,1310645220160724,サンヘレナ　　　　　　　　　　　　　,3,7,492,19.6,4.5,16,4.8,45
216260710,910576620160724,パラティーノ　　　　　　　　　　　　,7,6,532,13.1,1.9,13.5,2.1,44
216260711,1210232120160724,マラカイトスター　　　　　　　　　　,6,10,470,133.2,13.8,27.9,6.7,44
216260712,1210061120160724,クライミングローズ　　　　　　　　　,1,2,432,5.2,1.6,5.1,1.9,50
216260713,1310536320160724,ブレネンデリーベ　　　　　　　　　　,12,12,492,241.5,44.7,42.4,13.1,18
216260801,1110368120160724,フェイブルネージュ　　　　　　　　　,3,4,462,7.8,1.3,12.6,2.6,53
216260802,1310477620160724,リングオブハピネス　　　　　　　　　,14,12,462,85.5,11.7,34.5,8.4,40
216260803,1310201620160724,バレエダンサー　　　　　　　　　　　,7,11,454,65.1,10.2,41.4,8.7,47
216260804,1210314620160724,ゴージャスガール　　　　　　　　　　,5,13,448,115.8,12.6,50.7,6.6,52
216260805,1210427720160724,スクエアゴールド　　　　　　　　　　,10,9,442,34.2,5.6,8.7,4.3,48
216260806,1210463320160724,スマイルミーティア　　　　　　　　　,6,2,446,5,2.1,6.3,2.1,51
216260807,1210478120160724,ヴァフラーム　　　　　　　　　　　　,9,1,476,2.5,1.3,4.6,1.7,50
216260808,1310587620160724,プレシャスギフト　　　　　　　　　　,12,5,444,12.9,2.6,8.1,2.8,41
216260809,1110375420160724,リスクオン　　　　　　　　　　　　　,13,14,490,431.4,64.3,144.2,28.1,45
216260810,1210428120160724,エクストラファイン　　　　　　　　　,4,6,460,14.6,2.9,11,4.2,53
216260811,1310523420160724,オリエントワークス　　　　　　　　　,2,8,472,21.1,3.5,10.7,2.7,51
216260812,1110006320160724,ビレッジソング　　　　　　　　　　　,8,10,434,38,5.1,17.2,2.1,47
216260813,1210451220160724,ハッピーユニバンス　　　　　　　　　,1,7,460,16.4,3.1,8.3,3.1,55
216260814,1210460920160724,ジャポニカーラ　　　　　　　　　　　,11,3,420,5.6,1.7,8,2.7,47
216260901,1310491420160724,バトルハルトマン　　　　　　　　　　,13,11,512,39.6,8.9,13.2,4.5,7
216260902,1311008420160724,ベストドライヴ　　　　　　　　　　　,5,4,518,8.6,2.3,11.8,3.1,45
216260903,1310599120160724,プラネットブルー　　　　　　　　　　,10,5,518,9.8,2.6,5.2,2.3,36
216260904,1210375520160724,ダンツホーネット　　　　　　　　　　,6,7,478,15.2,3.2,10,3.1,48
216260905,1210590620160724,ノワールギャルソン　　　　　　　　　,7,2,446,4.4,1.4,7.1,2,46
216260906,1210276620160724,グレートブレス　　　　　　　　　　　,9,13,502,245.8,24.1,75.5,4.9,35
216260907,1310281820160724,メイショウレンマ　　　　　　　　　　,1,9,464,22.6,3.9,14.6,2.9,51
216260908,1310569320160724,トウシンタイガー　　　　　　　　　　,4,1,510,3.5,1.4,4.3,2.4,47
216260909,1210041320160724,エンクエントロス　　　　　　　　　　,2,6,500,11.2,2.4,14.9,3.8,50
216260910,1310481720160724,ラインフィール　　　　　　　　　　　,11,3,494,4.9,1.6,8.5,2.6,34
216260911,1210068320160724,マイネルプロンプト　　　　　　　　　,3,10,462,29.8,5.8,17.4,3.7,48
216260912,1210493020160724,レインボーソング　　　　　　　　　　,8,8,484,17.5,4.6,14.7,3.3,36
216260913,1210534120160724,サンジャクソン　　　　　　　　　　　,12,12,500,81.2,17.9,22.9,7.8,22
216261001,1210539720160724,パワーウーマン　　　　　　　　　　　,10,4,506,7.8,1.8,14.9,2.7,50
216261002,810164520160724,メイショウテッサイ　　　　　　　　　,12,12,508,123.1,11.7,107.7,5.4,48
216261003,1110381920160724,パープルセイル　　　　　　　　　　　,6,8,464,34.7,4.9,72.9,4.6,53
216261004,1110350120160724,ファシーノ　　　　　　　　　　　　　,13,7,470,34.6,3.8,59.4,4,46
216261005,1110461220160724,ラディウス　　　　　　　　　　　　　,4,6,468,26.9,3.8,30.4,3.5,56
216261006,1210333820160724,ショウナンカサロ　　　　　　　　　　,11,10,462,43.2,5.7,40.7,3.6,48
216261007,1010440720160724,タガノエンブレム　　　　　　　　　　,5,11,476,62.2,9.4,59.7,3.8,55
216261008,1310393420160724,カルヴァリオ　　　　　　　　　　　　,1,3,458,7.5,1.4,11.3,2.1,59
216261009,1110423720160724,サトノフェラーリ　　　　　　　　　　,7,9,460,39.4,5.5,31.6,3.6,51
216261010,1210347720160724,カルシャン　　　　　　　　　　　　　,9,13,442,200.1,23.6,147.6,7.3,50
216261011,1310609920160724,ミッキーロケット　　　　　　　　　　,2,1,478,1.6,1.1,1.3,1.1,58
216261012,1110207620160724,メイクアップ　　　　　　　　　　　　,3,2,482,6.6,1.4,8,1.4,56
216261013,1111002920160724,オールステイ　　　　　　　　　　　　,8,5,490,13.7,2.5,16.4,2.3,50
216261101,1410164620160724,ネコワールド　　　　　　　　　　　　,10,10,494,33.4,4.4,22.8,3.9,38
216261102,1410141920160724,フクノクオリア　　　　　　　　　　　,11,9,500,29.1,3.2,28.2,3.3,34
216261103,1410569320160724,ザベストエバー　　　　　　　　　　　,12,11,434,34.2,5,24.7,4.1,32
216261104,1410182920160724,メローブリーズ　　　　　　　　　　　,4,8,454,27.4,4,18.9,3.1,45
216261105,1410300920160724,タイムトリップ　　　　　　　　　　　,3,13,472,79.1,10.4,57.6,7.8,46
216261106,1410623520160724,モンドキャンノ　　　　　　　　　　　,2,1,468,1.8,1.1,2,1.2,47
216261107,1410093420160724,ラッシュアウト　　　　　　　　　　　,14,15,430,187.1,20,153.4,17.9,15
216261108,1410239020160724,バリンジャー　　　　　　　　　　　　,6,6,438,24.3,3.9,19.2,3.8,42
216261109,1410443420160724,バンドオンザラン　　　　　　　　　　,9,14,498,101.6,10.7,81.5,9.2,37
216261110,1410273320160724,ロイヤルメジャー　　　　　　　　　　,7,4,442,15.5,2.7,13.7,2.9,39
216261111,1410442920160724,ピンクドッグウッド　　　　　　　　　,16,16,448,224.4,30.8,119.7,19.3,13
216261112,1411004320160724,レヴァンテライオン　　　　　　　　　,1,2,468,7.2,1.7,8,2.5,49
216261113,1410114420160724,ポッドジーニー　　　　　　　　　　　,13,12,450,74.5,9.8,42.7,6.1,22
216261114,1410652320160724,ドゥモワゼル　　　　　　　　　　　　,5,3,444,9.3,1.9,10.3,2.4,44
216261115,1410484620160724,ガーシュウィン　　　　　　　　　　　,8,5,460,16,2.7,13.6,3,39
216261116,1410160120160724,ラーナアズーラ　　　　　　　　　　　,15,7,478,26,3.7,20.2,3.7,16
216261201,1210475720160724,カービングパス　　　　　　　　　　　,4,2,486,3.8,1.4,3.3,1.9,55
216261202,1110282720160724,イーグルアモン　　　　　　　　　　　,6,10,466,31.5,6.3,22.5,5.9,53
216261203,1210234820160724,アンブリカル　　　　　　　　　　　　,0,0,440,      ,      ,41,6.8,   
216261204,910196720160724,スズカアーサー　　　　　　　　　　　,3,14,506,71,9.9,25.6,5,55
